"lemma","synset","definition","lexicalform","verbforms","lemfreq"
"strapped","strap.v.01","tie with a strap","verb.contact","['strapped']",162
"mourn","mourn.v.01","feel sadness","verb.emotion","['mourn', 'mourned', 'mourns']",162
"pierced","pierce.v.01","cut or make a way through","verb.contact","['pierced', 'piercing', 'pierces']",162
"misplaced","misplace.v.01","place (something) where one cannot find it again","verb.contact","['misplaced', 'mislaid', 'misplace', 'misplacing', 'mislay', 'misplaces']",162
"enable","enable.v.01","render capable or able for some task","verb.change","['enable', 'enabled', 'enables', 'enabling']",162
"cooled","cool.v.01","make cool or cooler","verb.change","['cooled', 'cooling', 'cools']",162
"weaken","weaken.v.01","lessen the strength of","verb.change","['weaken', 'weakened', 'weakening', 'weakens']",162
"pounce","pounce.v.01","move down on as if in an attack","verb.motion","['pounce', 'swoop', 'swooped', 'swooping', 'pounced', 'pouncing', 'pounces', 'swoops']",162
"ambushed","ambush.v.01","wait in hiding to attack","verb.competition","['ambushed', 'waylaid', 'bushwhacked', 'ambushing', 'bushwhack', 'scuppered', 'scuppers', 'bushwhacking', 'waylay', 'waylaying', 'scupper']",161
"undress","undress.v.01","get undressed","verb.body","['undress', 'undressing', 'disrobe', 'disrobed', 'undresses']",160
"swiped","swipe.v.01","strike with a swiping motion","verb.contact","['swiped', 'swipe', 'swiping', 'swipes']",160
"reset","reset.v.01","set anew","verb.communication","['reset', 'resetting', 'resets']",159
"enhance","enhance.v.01","increase","verb.change","['enhance', 'enhancing', 'enhances']",159
"bloom","bloom.v.01","produce or yield flowers","verb.change","['bloom', 'blossoming', 'blossomed', 'bloomed']",159
"drained","drain.v.01","flow off gradually","verb.motion","['drained', 'draining']",159
"stoned","stone.v.01","kill by throwing stones at","verb.contact","['stoned', 'stoning']",158
"whistles","whistle.v.01","make whistling sounds","verb.perception","['whistles', 'whistled']",158
"confide","confide.v.01","reveal in private; tell confidentially","verb.communication","['confide', 'confided', 'confiding', 'confides']",158
"fret","fuss.v.01","worry unnecessarily or excessively","verb.emotion","['fret', 'fussing', 'fretting', 'frets', 'fussed', 'fusses']",158
"contradict","contradict.v.01","be in contradiction with","verb.stative","['contradict', 'negate', 'contradicting', 'contradicts', 'contradicted', 'belie', 'negating', 'belied', 'negates', 'negated', 'belies', 'belying']",158
"loathe","abhor.v.01","find repugnant","verb.emotion","['loathe', 'loathed', 'abhor', 'loathes', 'abhorred', 'abhors', 'abominate', 'execrate']",157
"rearrange","rearrange.v.01","put into a new order or arrangement","verb.change","['rearrange', 'rearranged', 'rearranging', 'rearranges']",157
"stoop","crouch.v.01","bend one's back forward from the waist on down","verb.motion","['stoop', 'crouching', 'stoops', 'crouched', 'stooped', 'stooping']",157
"bitching","gripe.v.01","complain","verb.communication","['bitching', 'beefing', 'griping', 'beefed', 'bellyaching', 'bitched', 'griped']",157
"contemplating","contemplate.v.01","look at thoughtfully; observe deep in thought","verb.perception","['contemplating', 'contemplate', 'contemplated', 'contemplates']",157
"resulting","result.v.01","issue or terminate (in a specified way, state, etc.); end","verb.stative","['resulting', 'resulted', 'ensued', 'ensue', 'ensues']",157
"refresh","review.v.04","refresh one's memory","verb.cognition","['refresh', 'refreshed', 'refreshes']",156
"zoom","zoom.v.01","move along very quickly","verb.motion","['zoom', 'zooming', 'zoomed', 'zooms']",156
"blacked","blacken.v.01","make or become black","verb.change","['blacked', 'blacking', 'blacken', 'blackens']",156
"timed","clock.v.01","measure the time or duration of an event or action or the person who performs an action in a certain period of time","verb.change","['timed', 'clocked', 'clocking']",156
"copped","hook.v.05","take by theft","verb.possession","['copped', 'snitched', 'copping', 'snitching', 'thieve', 'glom', 'glommed', 'glomming']",156
"freshen","refresh.v.02","make (to feel) fresh","verb.change","['freshen', 'freshening', 'freshened']",155
"battling","battle.v.01","battle or contend against in or as if in a battle","verb.competition","['battling', 'battled', 'combating', 'combatted', 'combatting']",155
"vouch","vouch.v.01","give personal assurance; guarantee","verb.communication","['vouch', 'vouched', 'vouching', 'vouches']",155
"overrun","infest.v.01","invade in great numbers","verb.motion","['overrun', 'infested', 'infest', 'overran', 'infesting', 'infests', 'overrunning']",155
"embedded","implant.v.01","fix or set securely or deeply","verb.contact","['embedded', 'implanted', 'implanting', 'imbedded', 'embed', 'imbedding', 'imbed']",155
"perceive","perceive.v.01","to become aware of through the senses","verb.perception","['perceive', 'perceived', 'perceives', 'perceiving']",155
"flinch","flinch.v.01","draw back, as with fear or pain","verb.motion","['flinch', 'flinched', 'cringe', 'flinching', 'winces', 'cringing', 'wince', 'recoils', 'cringed', 'winced', 'recoiled', 'funked', 'quails', 'flinches', 'wincing']",155
"accounted","account.v.01","be the sole or primary factor in the existence, acquisition, supply, or disposal of something","verb.stative","['accounted']",154
"differ","differ.v.01","be different","verb.stative","['differ', 'differs', 'differed']",154
"outnumbered","outnumber.v.01","be larger in number","verb.stative","['outnumbered', 'outnumber', 'outnumbering', 'outnumbers']",154
"waive","waive.v.01","do without or cease to hold or adhere to","verb.social","['waive', 'waived', 'forgo', 'waiving', 'waives', 'foreswear', 'forgoing', 'forgone']",154
"rounding","round.v.01","wind around; move along a circular course","verb.motion","['rounding', 'rounded']",154
"glued","glue.v.01","join or attach with or as if with glue","verb.contact","['glued', 'pasted', 'pasting', 'gluing', 'glueing']",153
"numbered","total.v.01","add up in number or quantity","verb.stative","['numbered', 'totaled', 'totalled', 'totaling', 'totalling', 'numbering']",153
"soar","soar.v.01","rise rapidly","verb.motion","['soar', 'soaring', 'soared', 'soars']",152
"smothered","smother.v.01","envelop completely","verb.contact","['smothered', 'smother', 'smothering', 'smothers']",152
"yap","yelp.v.01","bark in a high-pitched tone","verb.communication","['yap', 'yapping', 'yelps', 'yelping', 'yelped', 'yapped']",152
"specify","stipulate.v.01","specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement","verb.communication","['specify', 'stipulate', 'specified', 'stipulated', 'stipulates', 'specifies', 'specifying']",152
"comply","comply.v.01","act in accordance with someone's rules, commands, or wishes","verb.social","['comply', 'complied', 'complying', 'complies']",151
"starring","star.v.01","feature as the star","verb.stative","['starring', 'starred']",151
"acquitted","acquit.v.01","pronounce not guilty of criminal charges","verb.communication","['acquitted', 'exonerate', 'exonerated', 'acquitting', 'exonerating', 'exonerates', 'exculpate']",151
"reload","recharge.v.01","load anew","verb.contact","['reload', 'recharge', 'reloading', 'reloaded', 'recharging', 'recharged', 'recharges']",151
"frisk","frolic.v.01","play boisterously","verb.motion","['frisk', 'romping', 'frisked', 'cavorting', 'frolicking', 'frisking', 'cavort', 'cavorts', 'rollick', 'romped', 'frisks', 'frolicked', 'gamboled', 'gamboling', 'larking']",149
"dangle","dangle.v.01","hang freely","verb.stative","['dangle', 'dangling', 'dangled', 'dangles']",149
"dim","dim.v.01","switch (a car's headlights) from a higher to a lower beam","verb.perception","['dim', 'dimmed', 'dimming', 'dims']",148
"glowing","glow.v.01","emit a steady even light without flames","verb.perception","['glowing', 'glows', 'glowed']",148
"jacked","jack.v.01","lift with a special device","verb.contact","['jacked', 'jacking']",148
"degrading","degrade.v.01","reduce the level of land, as by erosion","verb.contact","['degrading', 'degrade', 'degraded', 'degrades']",148
"burp","burp.v.01","expel gas from the stomach","verb.body","['burp', 'belch', 'belches', 'belching', 'burped', 'burping', 'burps', 'belched']",148
"devour","devour.v.01","destroy completely","verb.contact","['devour', 'devoured', 'devouring', 'devours']",147
"rejoice","rejoice.v.01","feel happiness or joy","verb.emotion","['rejoice', 'rejoicing', 'rejoiced', 'rejoices', 'joyed', 'joying']",146
"repent","repent.v.01","turn away from sin or do penitence","verb.emotion","['repent', 'repented', 'repenting', 'repents']",145
"drilling","bore.v.02","make a hole, especially with a pointed power or hand tool","verb.contact","['drilling', 'drilled']",145
"watering","water.v.01","supply with water, as with channels or ditches or streams","verb.change","['watering', 'watered', 'irrigate', 'irrigating', 'irrigated']",145
"scurry","scurry.v.01","to move about or proceed hurriedly","verb.motion","['scurry', 'scuttle', 'scurrying', 'scamper', 'scuttled', 'scuttling', 'scampered', 'scurried', 'skittering', 'scuttles', 'skitters', 'scampers', 'scurries', 'skitter']",145
"spouting","spurt.v.01","gush forth in a sudden stream or jet","verb.motion","['spouting', 'gush', 'gushing', 'spout', 'spurting', 'gushed', 'gushes', 'spouted', 'spouts', 'spurted']",145
"plugged","plug.v.01","fill or close tightly with or as if with a plug","verb.contact","['plugged', 'plugging']",144
"liberated","emancipate.v.01","give equal rights to; of women and minorities","verb.social","['liberated', 'liberate', 'emancipate', 'liberates']",144
"weave","weave.v.01","interlace by or as if by weaving","verb.contact","['weave', 'woven', 'weaving', 'weaves', 'wove', 'weaved', 'interwoven', 'interweave']",144
"advertise","advertise.v.01","call attention to","verb.communication","['advertise', 'advertised', 'advertises', 'publicise', 'publicised']",143
"piled","stack.v.02","arrange in stacks","verb.contact","['piled', 'piling']",143
"speculate","speculate.v.01","to believe especially on uncertain or tentative grounds","verb.cognition","['speculate', 'speculating', 'speculated', 'theorize', 'hypothesize', 'hypothesized', 'theorized', 'conjecturing', 'hypothesizing', 'speculates', 'theorise', 'hypothesising', 'hypothesizes', 'theorised', 'theorizes']",143
"cruising","cruise.v.01","drive around aimlessly but ostentatiously and at leisure","verb.motion","['cruising', 'cruised']",142
"clarify","clarify.v.01","make clear and (more) comprehensible","verb.communication","['clarify', 'clarified', 'clarifying', 'elucidate', 'clarifies']",142
"experimenting","experiment.v.01","to conduct a test or investigation","verb.social","['experimenting', 'experimented']",142
"forfeit","forfeit.v.01","lose (s.th.) or lose the right to (s.th.) by some error, offense, or crime","verb.possession","['forfeit', 'forfeited', 'forfeiting', 'forfeits']",142
"coaching","coach.v.01","teach and supervise (someone); act as a trainer or coach (to), as in sports","verb.communication","['coaching', 'coached']",142
"sprayed","spray.v.01","be discharged in sprays of liquid","verb.contact","['sprayed', 'spraying', 'sprays']",142
"hammered","hammer.v.01","beat with or as if with a hammer","verb.contact","['hammered', 'hammering']",142
"disable","disable.v.01","make unable to perform a certain action","verb.change","['disable', 'incapacitated', 'incapacitate', 'disabling', 'disables', 'incapacitates', 'incapacitating']",142
"zap","zap.v.01","strike suddenly and with force","verb.emotion","['zap', 'zapped', 'zapping', 'zaps']",141
"rooting","root.v.01","take root and begin to grow","verb.change","['rooting', 'rooted']",141
"remarried","remarry.v.01","marry, not for the first time","verb.social","['remarried', 'remarry', 'remarrying', 'remarries']",141
"thaw","dissolve.v.09","become or cause to become soft or liquid","verb.change","['thaw', 'unfreeze', 'thawed', 'thawing', 'thaws', 'unfreezes', 'unfroze']",141
"undergo","undergo.v.01","pass through","verb.perception","['undergo', 'undergoing', 'undergone', 'underwent', 'undergoes']",141
"scram","scram.v.01","leave immediately; used usually in the imperative form","verb.motion","['scram', 'scrammed', 'scrams']",140
"stormed","ramp.v.01","behave violently, as if in state of a great anger","verb.stative","['stormed', 'storming', 'rages', 'raged', 'ramping', 'ramped']",140
